4873@713@0@1@9@36@40@How much I wished to reply fully to this question! How difficult it was to frame any answer!
4874@713@0@1@1285@41@49@How much I wished to reply fully to this question! How difficult it was to frame any answer!
4875@713@0@1@101@51@54@How much I wished to reply fully to this question! How difficult it was to frame any answer!
4876@713@0@1@34@55@64@How much I wished to reply fully to this question! How difficult it was to frame any answer!
4877@713@0@1@24@65@67@How much I wished to reply fully to this question! How difficult it was to frame any answer!
4878@713@0@1@155@68@71@How much I wished to reply fully to this question! How difficult it was to frame any answer!
4879@713@0@1@35@72@74@How much I wished to reply fully to this question! How difficult it was to frame any answer!
4880@713@0@1@1410@75@80@How much I wished to reply fully to this question! How difficult it was to frame any answer!
4881@713@0@1@310@81@84@How much I wished to reply fully to this question! How difficult it was to frame any answer!
4882@713@0@1@254@85@91@How much I wished to reply fully to this question! How difficult it was to frame any answer!
4883@714@0@1@74@1@4@"For one thing, I have no father or mother, brothers or sisters."
4884@714@0@1@86@5@8@"For one thing, I have no father or mother, brothers or sisters."
4885@714@0@1@516@9@14@"For one thing, I have no father or mother, brothers or sisters."
4886@714@0@1@37@16@17@"For one thing, I have no father or mother, brothers or sisters."
4887@714@0@1@2@18@22@"For one thing, I have no father or mother, brothers or sisters."
4888@714@0@1@25@23@25@"For one thing, I have no father or mother, brothers or sisters."
4889@714@0@1@546@26@32@"For one thing, I have no father or mother, brothers or sisters."
4890@714@0@1@282@33@35@"For one thing, I have no father or mother, brothers or sisters."
4891@714@0@1@956@36@42@"For one thing, I have no father or mother, brothers or sisters."
4892@714@0@1@1411@44@52@"For one thing, I have no father or mother, brothers or sisters."
4893@714@0@1@282@53@55@"For one thing, I have no father or mother, brothers or sisters."
4894@714@0@1@919@56@63@"For one thing, I have no father or mother, brothers or sisters."
4895@715@0@1@19@1@4@"You have a kind aunt and cousins."
4896@715@0@1@2@5@9@"You have a kind aunt and cousins."
4897@715@0@1@75@10@11@"You have a kind aunt and cousins."
4898@715@0@1@348@12@16@"You have a kind aunt and cousins."
4899@715@0@1@1412@17@21@"You have a kind aunt and cousins."
4900@715@0@1@197@22@25@"You have a kind aunt and cousins."
4901@715@0@1@1413@26@33@"You have a kind aunt and cousins."
4902@716@0@1@403@0@5@Again I paused; then bunglingly enounced--
4903@716@0@1@37@6@7@Again I paused; then bunglingly enounced--
4904@716@0@1@912@8@14@Again I paused; then bunglingly enounced--
4905@716@0@1@260@16@20@Again I paused; then bunglingly enounced--
4906@716@0@1@1414@21@31@Again I paused; then bunglingly enounced--
4907@716@0@1@1415@32@42@Again I paused; then bunglingly enounced--
4908@717@0@1@57@1@4@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4909@717@0@1@910@5@9@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4910@717@0@1@911@10@14@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4911@717@0@1@1416@15@22@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4912@717@0@1@21@23@25@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4913@717@0@1@600@26@30@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4914@717@0@1@197@32@35@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4915@717@0@1@138@36@38@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4916@717@0@1@1412@39@43@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4917@717@0@1@1398@44@48@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4918@717@0@1@21@49@51@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4919@717@0@1@51@52@54@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4920@717@0@1@22@55@57@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4921@717@0@1@6@58@61@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4922@717@0@1@1028@62@70@"But John Reed knocked me down, and my aunt shut me up in the red-room."
4923@718@0@1@1171@0@2@Mr. Lloyd a second time produced his snuff-box.
4924@718@0@1@1361@4@9@Mr. Lloyd a second time produced his snuff-box.
4925@718@0@1@75@10@11@Mr. Lloyd a second time produced his snuff-box.
4926@718@0@1@1417@12@18@Mr. Lloyd a second time produced his snuff-box.
4927@718@0@1@235@19@23@Mr. Lloyd a second time produced his snuff-box.
4928@718@0@1@1418@24@32@Mr. Lloyd a second time produced his snuff-box.
4929@718@0@1@107@33@36@Mr. Lloyd a second time produced his snuff-box.
4930@718@0@1@1419@37@46@Mr. Lloyd a second time produced his snuff-box.
4931@719@0@1@240@1@6@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4932@719@0@1@19@7@10@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4933@719@0@1@152@11@16@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4934@719@0@1@1166@17@26@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4935@719@0@1@1397@27@31@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4936@719@0@1@75@32@33@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4937@719@0@1@191@34@38@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4938@719@0@1@1420@39@48@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4939@719@0@1@586@49@54@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4940@719@0@1@863@57@62@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4941@719@0@1@219@63@65@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4942@719@0@1@83@68@71@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4943@719@0@1@19@72@75@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4944@719@0@1@94@76@79@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4945@719@0@1@191@80@84@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4946@719@0@1@701@85@93@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4947@719@0@1@35@94@96@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4948@719@0@1@2@97@101@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4949@719@0@1@508@102@106@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4950@719@0@1@75@107@108@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4951@719@0@1@1421@109@113@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4952@719@0@1@370@114@119@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4953@719@0@1@35@120@122@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4954@719@0@1@1422@123@127@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4955@719@0@1@100@128@130@"Don't you think Gateshead Hall a very beautiful house?" asked he. "Are you not very thankful to have such a fine place to live at?"
4956@720@0@1@24@1@3@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4957@720@0@1@68@4@6@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4958@720@0@1@94@7@10@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4959@720@0@1@138@11@13@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4960@720@0@1@586@14@19@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4961@720@0@1@308@21@24@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4962@720@0@1@197@26@29@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4963@720@0@1@1037@30@35@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4964@720@0@1@1423@36@40@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4965@720@0@1@37@41@42@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4966@720@0@1@2@43@47@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4967@720@0@1@1049@48@52@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4968@720@0@1@16@53@58@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4969@720@0@1@35@59@61@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4970@720@0@1@33@62@64@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4971@720@0@1@65@65@69@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4972@720@0@1@636@70@74@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4973@720@0@1@75@75@76@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4974@720@0@1@1048@77@84@"It is not my house, sir; and Abbot says I have less right to be here than a servant."
4975@721@0@1@1424@1@5@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4976@721@0@1@19@7@10@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4977@721@0@1@596@11@16@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4978@721@0@1@33@17@19@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4979@721@0@1@1425@20@25@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4980@721@0@1@171@26@32@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4981@721@0@1@35@33@35@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4982@721@0@1@855@36@40@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4983@721@0@1@35@41@43@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4984@721@0@1@442@44@49@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4985@721@0@1@508@50@54@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4986@721@0@1@75@55@56@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4987@721@0@1@1426@57@65@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4988@721@0@1@370@66@71@"Pooh! you can't be silly enough to wish to leave such a splendid place?"
4989@722@0@1@168@1@3@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
4990@722@0@1@37@4@5@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
4991@722@0@1@5@6@9@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
4992@722@0@1@1427@10@18@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
4993@722@0@1@1428@19@23@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
4994@722@0@1@35@24@26@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
4995@722@0@1@115@27@29@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
4996@722@0@1@37@31@32@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
4997@722@0@1@1@33@39@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
4998@722@0@1@33@40@42@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
4999@722@0@1@371@43@47@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5000@722@0@1@35@48@50@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5001@722@0@1@442@51@56@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5002@722@0@1@24@57@59@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5003@722@0@1@57@61@64@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5004@722@0@1@37@65@66@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5005@722@0@1@153@67@70@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5006@722@0@1@1072@71@76@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5007@722@0@1@117@77@80@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5008@722@0@1@123@81@85@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5009@722@0@1@42@86@90@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5010@722@0@1@1166@91@100@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5011@722@0@1@1224@101@105@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5012@722@0@1@37@106@107@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5013@722@0@1@616@108@110@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5014@722@0@1@75@111@112@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5015@722@0@1@389@113@118@"If I had anywhere else to go, I should be glad to leave it; but I can never get away from Gateshead till I am a woman."
5016@723@0@1@1157@1@8@"Perhaps you may--who knows?
5017@723@0@1@19@9@12@"Perhaps you may--who knows?
5018@723@0@1@1429@13@21@"Perhaps you may--who knows?
5019@723@0@1@1430@22@27@"Perhaps you may--who knows?
5020@724@0@1@2@0@4@Have you any relations besides Mrs. Reed?"
5021@724@0@1@19@5@8@Have you any relations besides Mrs. Reed?"
5022@724@0@1@310@9@12@Have you any relations besides Mrs. Reed?"
5023@724@0@1@1431@13@22@Have you any relations besides Mrs. Reed?"
5024@724@0@1@867@23@30@Have you any relations besides Mrs. Reed?"
5025@724@0@1@1026@31@34@Have you any relations besides Mrs. Reed?"
5026@724@0@1@911@36@40@Have you any relations besides Mrs. Reed?"
5027@725@0@1@37@1@2@"I think not, sir."
5028@725@0@1@152@3@8@"I think not, sir."
5029@725@0@1@94@9@12@"I think not, sir."
5030@725@0@1@308@14@17@"I think not, sir."
5031@726@0@1@1085@1@5@"None belonging to your father?"
5032@726@0@1@1432@6@15@"None belonging to your father?"
5033@726@0@1@35@16@18@"None belonging to your father?"
5034@726@0@1@27@19@23@"None belonging to your father?"
5035@726@0@1@546@24@30@"None belonging to your father?"
5036@727@0@1@168@1@3@"If you had such, would you like to go to them?"
5037@727@0@1@19@4@7@"If you had such, would you like to go to them?"
5038@727@0@1@5@8@11@"If you had such, would you like to go to them?"
5039@727@0@1@508@12@16@"If you had such, would you like to go to them?"
5040@727@0@1@146@18@23@"If you had such, would you like to go to them?"
5041@727@0@1@19@24@27@"If you had such, would you like to go to them?"
5042@727@0@1@95@28@32@"If you had such, would you like to go to them?"
5043@727@0@1@35@33@35@"If you had such, would you like to go to them?"
5044@727@0@1@115@36@38@"If you had such, would you like to go to them?"
5045@727@0@1@35@39@41@"If you had such, would you like to go to them?"
5046@727@0@1@474@42@46@"If you had such, would you like to go to them?"
5047@728@0@1@25@1@3@"No; I should not like to belong to poor people," was my reply.
5048@728@0@1@37@5@6@"No; I should not like to belong to poor people," was my reply.
5049@728@0@1@1@7@13@"No; I should not like to belong to poor people," was my reply.
5050@728@0@1@94@14@17@"No; I should not like to belong to poor people," was my reply.
5051@728@0@1@95@18@22@"No; I should not like to belong to poor people," was my reply.
5052@728@0@1@35@23@25@"No; I should not like to belong to poor people," was my reply.
5053@728@0@1@1433@26@32@"No; I should not like to belong to poor people," was my reply.
5054@728@0@1@35@33@35@"No; I should not like to belong to poor people," was my reply.
5055@728@0@1@1354@36@40@"No; I should not like to belong to poor people," was my reply.
5056@728@0@1@295@41@47@"No; I should not like to belong to poor people," was my reply.
5057@728@0@1@155@50@53@"No; I should not like to belong to poor people," was my reply.
5058@728@0@1@138@54@56@"No; I should not like to belong to poor people," was my reply.
5059@728@0@1@1408@57@62@"No; I should not like to belong to poor people," was my reply.
5060@729@0@1@94@1@4@"Not even if they were kind to you?"
5061@729@0@1@157@5@9@"Not even if they were kind to you?"
5062@729@0@1@168@10@12@"Not even if they were kind to you?"
5063@729@0@1@0@13@17@"Not even if they were kind to you?"
5064@729@0@1@128@18@22@"Not even if they were kind to you?"
5065@729@0@1@348@23@27@"Not even if they were kind to you?"
5066@729@0@1@35@28@30@"Not even if they were kind to you?"
5067@729@0@1@19@31@34@"Not even if they were kind to you?"
5068@730@0@1@57@1@4@"But are your relatives so very poor?
5069@730@0@1@83@5@8@"But are your relatives so very poor?
5070@730@0@1@27@9@13@"But are your relatives so very poor?
5071@730@0@1@1434@14@23@"But are your relatives so very poor?
5072@730@0@1@8@24@26@"But are your relatives so very poor?
5073@730@0@1@191@27@31@"But are your relatives so very poor?
5074@730@0@1@1354@32@36@"But are your relatives so very poor?
5075@731@0@1@37@1@2@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5076@731@0@1@298@3@9@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5077@731@0@1@291@10@14@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5078@731@0@1@1412@16@20@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5079@731@0@1@911@21@25@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5080@731@0@1@1423@26@30@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5081@731@0@1@168@31@33@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5082@731@0@1@37@34@35@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5083@731@0@1@2@36@40@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5084@731@0@1@310@41@44@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5085@731@0@1@0@46@50@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5086@731@0@1@482@51@55@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5087@731@0@1@33@56@58@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5088@731@0@1@75@59@60@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5089@731@0@1@1435@61@69@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5090@731@0@1@1436@70@73@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5091@731@0@1@37@75@76@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5092@731@0@1@1@77@83@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5093@731@0@1@94@84@87@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5094@731@0@1@95@88@92@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5095@731@0@1@35@93@95@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5096@731@0@1@115@96@98@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5097@731@0@1@75@99@100@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5098@731@0@1@1437@101@108@"I cannot tell; Aunt Reed says if I have any, they must be a beggarly set: I should not like to go a begging."
5099@732@0@1@146@1@6@"Would you like to go to school?"
5100@732@0@1@19@7@10@"Would you like to go to school?"
5101@732@0@1@95@11@15@"Would you like to go to school?"
5102@732@0@1@35@16@18@"Would you like to go to school?"
5103@732@0@1@115@19@21@"Would you like to go to school?"
5104@732@0@1@35@22@24@"Would you like to go to school?"
5105@732@0@1@396@25@31@"Would you like to go to school?"
5106@733@0@1@37@1@2@"I should indeed like to go to school," was the audible conclusion of my musings.
5107@733@0@1@1@3@9@"I should indeed like to go to school," was the audible conclusion of my musings.
5108@733@0@1@1438@10@16@"I should indeed like to go to school," was the audible conclusion of my musings.
5109@733@0@1@95@17@21@"I should indeed like to go to school," was the audible conclusion of my musings.
5110@733@0@1@35@22@24@"I should indeed like to go to school," was the audible conclusion of my musings.
5111@733@0@1@115@25@27@"I should indeed like to go to school," was the audible conclusion of my musings.
5112@733@0@1@35@28@30@"I should indeed like to go to school," was the audible conclusion of my musings.
5113@733@0@1@396@31@37@"I should indeed like to go to school," was the audible conclusion of my musings.
5114@733@0@1@155@40@43@"I should indeed like to go to school," was the audible conclusion of my musings.
5115@733@0@1@6@44@47@"I should indeed like to go to school," was the audible conclusion of my musings.
5116@733@0@1@1439@48@55@"I should indeed like to go to school," was the audible conclusion of my musings.
5117@733@0@1@1440@56@66@"I should indeed like to go to school," was the audible conclusion of my musings.
5118@733@0@1@13@67@69@"I should indeed like to go to school," was the audible conclusion of my musings.
5119@733@0@1@138@70@72@"I should indeed like to go to school," was the audible conclusion of my musings.
5120@733@0@1@1441@73@80@"I should indeed like to go to school," was the audible conclusion of my musings.
5121@734@0@1@229@1@5@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5122@734@0@1@229@7@11@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5123@734@0@1@264@13@16@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5124@734@0@1@1430@17@22@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5125@734@0@1@113@23@27@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5126@734@0@1@109@28@31@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5127@734@0@1@1442@32@38@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5128@734@0@1@931@41@45@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5129@734@0@1@1171@46@48@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5130@734@0@1@1361@50@55@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5131@734@0@1@135@57@59@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5132@734@0@1@219@60@62@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5133@734@0@1@1101@63@66@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5134@734@0@1@51@67@69@"Well, well! who knows what may happen?" said Mr. Lloyd, as he got up.
5135@735@0@1@6@1@4@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5136@735@0@1@869@5@10@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5137@735@0@1@950@11@16@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5138@735@0@1@35@17@19@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5139@735@0@1@2@20@24@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5140@735@0@1@118@25@31@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5141@735@0@1@13@32@34@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5142@735@0@1@1443@35@38@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5143@735@0@1@197@39@42@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5144@735@0@1@1252@43@48@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5145@735@0@1@219@51@53@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5146@735@0@1@1444@54@59@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5147@735@0@1@961@61@69@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5148@735@0@1@35@70@72@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5149@735@0@1@936@73@80@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5150@735@0@1@1445@83@89@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5151@735@0@1@94@90@93@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5152@735@0@1@22@94@96@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5153@735@0@1@75@97@98@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5154@735@0@1@568@99@103@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5155@735@0@1@233@104@109@"The child ought to have change of air and scene," he added, speaking to himself; "nerves not in a good state."
5156@736@0@1@861@0@6@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5157@736@0@1@162@7@10@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5158@736@0@1@973@11@19@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5159@736@0@1@100@21@23@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5160@736@0@1@6@24@27@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5161@736@0@1@316@28@32@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5162@736@0@1@1446@33@39@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5163@736@0@1@6@40@43@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5164@736@0@1@1366@44@52@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5165@736@0@1@155@53@56@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5166@736@0@1@638@57@62@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5167@736@0@1@1447@63@70@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5168@736@0@1@51@71@73@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5169@736@0@1@6@74@77@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5170@736@0@1@1448@78@89@Bessie now returned; at the same moment the carriage was heard rolling up the gravel-walk.
5171@737@0@1@68@1@3@"Is that your mistress, nurse?" asked Mr. Lloyd.
5172@737@0@1@11@4@8@"Is that your mistress, nurse?" asked Mr. Lloyd.
5173@737@0@1@27@9@13@"Is that your mistress, nurse?" asked Mr. Lloyd.
5174@737@0@1@1449@14@22@"Is that your mistress, nurse?" asked Mr. Lloyd.
5175@737@0@1@1362@24@29@"Is that your mistress, nurse?" asked Mr. Lloyd.
5176@737@0@1@863@32@37@"Is that your mistress, nurse?" asked Mr. Lloyd.
5177@737@0@1@1171@38@40@"Is that your mistress, nurse?" asked Mr. Lloyd.
5178@737@0@1@1361@42@47@"Is that your mistress, nurse?" asked Mr. Lloyd.
5179@738@0@1@37@1@2@"I should like to speak to her before I go."
5180@738@0@1@1@3@9@"I should like to speak to her before I go."
5181@738@0@1@95@10@14@"I should like to speak to her before I go."
5182@738@0@1@35@15@17@"I should like to speak to her before I go."
5183@738@0@1@856@18@23@"I should like to speak to her before I go."
5184@738@0@1@35@24@26@"I should like to speak to her before I go."
5185@738@0@1@406@27@30@"I should like to speak to her before I go."
5186@738@0@1@130@31@37@"I should like to speak to her before I go."
5187@738@0@1@37@38@39@"I should like to speak to her before I go."
5188@738@0@1@115@40@42@"I should like to speak to her before I go."
5189@739@0@1@861@0@6@Bessie invited him to walk into the breakfast-room, and led the way out.
